id,account_key,initiated_datetime,order_status,symbol,avg_price,quantity,last_updated_datetime
58,account_15,2024-10-05 10:14:00,pending,GOOG,2900.75,50,2024-10-05 10:19:00
59,account_30,2024-10-05 10:29:00,completed,AAPL,176.5,110,2024-10-05 10:34:00
60,account_19,2024-10-05 10:18:00,pending,TSLA,275.3,200,2024-10-05 10:23:00
61,account_33,2024-10-05 10:32:00,pending,TSLA,275.7,90,2024-10-05 10:37:00
62,account_16,2024-10-05 10:15:00,completed,AAPL,176.0,120,2024-10-05 10:20:00
63,account_6,2024-10-05 10:05:00,completed,FB,375.0,120,2024-10-05 10:10:00
64,account_27,2024-10-05 10:26:00,pending,FB,376.5,80,2024-10-05 10:31:00
65,account_34,2024-10-05 10:33:00,completed,FB,377.0,120,2024-10-05 10:38:00
66,account_1,2024-10-05 10:00:00,pending,AAPL,175.5,100,2024-10-05 10:05:00
67,account_20,2024-10-05 10:19:00,completed,FB,376.0,110,2024-10-05 10:24:00
68,account_15,2024-10-05 10:14:00,pending,GOOG,2900.75,50,2024-10-05 10:19:00
69,account_20,2024-10-05 10:19:00,completed,FB,376.0,110,2024-10-05 10:24:00
70,account_8,2024-10-05 10:07:00,completed,GOOG,2900.5,30,2024-10-05 10:12:00
71,account_12,2024-10-05 10:11:00,completed,TSLA,275.1,70,2024-10-05 10:16:00
72,account_23,2024-10-05 10:22:00,pending,AAPL,176.2,90,2024-10-05 10:27:00
73,account_12,2024-10-05 10:11:00,completed,TSLA,275.1,70,2024-10-05 10:16:00
74,account_1,2024-10-05 10:00:00,pending,AAPL,175.5,100,2024-10-05 10:05:00
75,account_25,2024-10-05 10:24:00,pending,AMZN,3301.0,130,2024-10-05 10:29:00
76,account_27,2024-10-05 10:26:00,pending,FB,376.5,80,2024-10-05 10:31:00
77,account_20,2024-10-05 10:19:00,completed,FB,376.0,110,2024-10-05 10:24:00
78,account_25,2024-10-05 10:24:00,pending,AMZN,3301.0,130,2024-10-05 10:29:00
79,account_14,2024-10-05 10:13:00,completed,NVDA,215.5,90,2024-10-05 10:18:00
80,account_5,2024-10-05 10:04:00,pending,TSLA,275.0,50,2024-10-05 10:09:00
81,account_17,2024-10-05 10:16:00,pending,MSFT,296.0,100,2024-10-05 10:21:00
82,account_14,2024-10-05 10:13:00,completed,NVDA,215.5,90,2024-10-05 10:18:00
83,account_19,2024-10-05 10:18:00,pending,TSLA,275.3,200,2024-10-05 10:23:00
84,account_11,2024-10-05 10:10:00,pending,AMZN,3300.6,180,2024-10-05 10:15:00
85,account_20,2024-10-05 10:19:00,completed,FB,376.0,110,2024-10-05 10:24:00
86,account_32,2024-10-05 10:31:00,completed,AMZN,3301.5,140,2024-10-05 10:36:00
87,account_24,2024-10-05 10:23:00,completed,MSFT,296.3,120,2024-10-05 10:28:00
88,account_27,2024-10-05 10:26:00,pending,FB,376.5,80,2024-10-05 10:31:00
89,account_34,2024-10-05 10:33:00,completed,FB,377.0,120,2024-10-05 10:38:00
90,account_10,2024-10-05 10:09:00,completed,MSFT,295.75,60,2024-10-05 10:14:00
91,account_19,2024-10-05 10:18:00,pending,TSLA,275.3,200,2024-10-05 10:23:00
92,account_24,2024-10-05 10:23:00,completed,MSFT,296.3,120,2024-10-05 10:28:00
93,account_16,2024-10-05 10:15:00,completed,AAPL,176.0,120,2024-10-05 10:20:00
94,account_31,2024-10-05 10:30:00,pending,MSFT,296.5,100,2024-10-05 10:35:00
95,account_7,2024-10-05 10:06:00,pending,NVDA,215.3,80,2024-10-05 10:11:00
96,account_13,2024-10-05 10:12:00,pending,FB,375.5,140,2024-10-05 10:17:00
97,account_33,2024-10-05 10:32:00,pending,TSLA,275.7,90,2024-10-05 10:37:00
98,account_19,2024-10-05 10:18:00,pending,TSLA,275.3,200,2024-10-05 10:23:00
99,account_31,2024-10-05 10:30:00,pending,MSFT,296.5,100,2024-10-05 10:35:00
100,account_2,2024-10-05 10:01:00,completed,GOOG,2900.25,50,2024-10-05 10:06:00
101,account_13,2024-10-05 10:12:00,pending,FB,375.5,140,2024-10-05 10:17:00
102,account_18,2024-10-05 10:17:00,completed,AMZN,3300.8,150,2024-10-05 10:22:00
103,account_19,2024-10-05 10:18:00,pending,TSLA,275.3,200,2024-10-05 10:23:00
104,account_17,2024-10-05 10:16:00,pending,MSFT,296.0,100,2024-10-05 10:21:00
105,account_13,2024-10-05 10:12:00,pending,FB,375.5,140,2024-10-05 10:17:00
106,account_29,2024-10-05 10:28:00,pending,GOOG,2901.25,120,2024-10-05 10:33:00
107,account_11,2024-10-05 10:10:00,pending,AMZN,3300.6,180,2024-10-05 10:15:00
108,account_21,2024-10-05 10:20:00,pending,NVDA,215.7,80,2024-10-05 10:25:00
109,account_13,2024-10-05 10:12:00,pending,FB,375.5,140,2024-10-05 10:17:00
110,account_26,2024-10-05 10:25:00,completed,TSLA,275.5,150,2024-10-05 10:30:00
111,account_2,2024-10-05 10:01:00,completed,GOOG,2900.25,50,2024-10-05 10:06:00
112,account_6,2024-10-05 10:05:00,completed,FB,375.0,120,2024-10-05 10:10:00
113,account_33,2024-10-05 10:32:00,pending,TSLA,275.7,90,2024-10-05 10:37:00
114,account_34,2024-10-05 10:33:00,completed,FB,377.0,120,2024-10-05 10:38:00
115,account_32,2024-10-05 10:31:00,completed,AMZN,3301.5,140,2024-10-05 10:36:00
116,account_8,2024-10-05 10:07:00,completed,GOOG,2900.5,30,2024-10-05 10:12:00
117,account_7,2024-10-05 10:06:00,pending,NVDA,215.3,80,2024-10-05 10:11:00
118,account_3,2024-10-05 10:02:00,pending,AMZN,3300.45,200,2024-10-05 10:07:00
119,account_2,2024-10-05 10:01:00,completed,GOOG,2900.25,50,2024-10-05 10:06:00
120,account_30,2024-10-05 10:29:00,completed,AAPL,176.5,110,2024-10-05 10:34:00
121,account_19,2024-10-05 10:18:00,pending,TSLA,275.3,200,2024-10-05 10:23:00
122,account_8,2024-10-05 10:07:00,completed,GOOG,2900.5,30,2024-10-05 10:12:00
123,account_22,2024-10-05 10:21:00,completed,GOOG,2901.0,70,2024-10-05 10:26:00
124,account_26,2024-10-05 10:25:00,completed,TSLA,275.5,150,2024-10-05 10:30:00
125,account_22,2024-10-05 10:21:00,completed,GOOG,2901.0,70,2024-10-05 10:26:00
126,account_25,2024-10-05 10:24:00,pending,AMZN,3301.0,130,2024-10-05 10:29:00
127,account_5,2024-10-05 10:04:00,pending,TSLA,275.0,50,2024-10-05 10:09:00
128,account_20,2024-10-05 10:19:00,completed,FB,376.0,110,2024-10-05 10:24:00
129,account_16,2024-10-05 10:15:00,completed,AAPL,176.0,120,2024-10-05 10:20:00
130,account_20,2024-10-05 10:19:00,completed,FB,376.0,110,2024-10-05 10:24:00
131,account_8,2024-10-05 10:07:00,completed,GOOG,2900.5,30,2024-10-05 10:12:00
132,account_24,2024-10-05 10:23:00,completed,MSFT,296.3,120,2024-10-05 10:28:00
133,account_26,2024-10-05 10:25:00,completed,TSLA,275.5,150,2024-10-05 10:30:00
134,account_32,2024-10-05 10:31:00,completed,AMZN,3301.5,140,2024-10-05 10:36:00
135,account_12,2024-10-05 10:11:00,completed,TSLA,275.1,70,2024-10-05 10:16:00
136,account_14,2024-10-05 10:13:00,completed,NVDA,215.5,90,2024-10-05 10:18:00
137,account_18,2024-10-05 10:17:00,completed,AMZN,3300.8,150,2024-10-05 10:22:00
138,account_10,2024-10-05 10:09:00,completed,MSFT,295.75,60,2024-10-05 10:14:00
139,account_13,2024-10-05 10:12:00,pending,FB,375.5,140,2024-10-05 10:17:00
140,account_28,2024-10-05 10:27:00,completed,NVDA,215.9,60,2024-10-05 10:32:00
141,account_4,2024-10-05 10:03:00,completed,MSFT,295.7,150,2024-10-05 10:08:00
142,account_33,2024-10-05 10:32:00,pending,TSLA,275.7,90,2024-10-05 10:37:00
143,account_14,2024-10-05 10:13:00,completed,NVDA,215.5,90,2024-10-05 10:18:00
144,account_33,2024-10-05 10:32:00,pending,TSLA,275.7,90,2024-10-05 10:37:00
145,account_22,2024-10-05 10:21:00,completed,GOOG,2901.0,70,2024-10-05 10:26:00
146,account_16,2024-10-05 10:15:00,completed,AAPL,176.0,120,2024-10-05 10:20:00
147,account_3,2024-10-05 10:02:00,pending,AMZN,3300.45,200,2024-10-05 10:07:00
148,account_21,2024-10-05 10:20:00,pending,NVDA,215.7,80,2024-10-05 10:25:00
149,account_12,2024-10-05 10:11:00,completed,TSLA,275.1,70,2024-10-05 10:16:00
150,account_16,2024-10-05 10:15:00,completed,AAPL,176.0,120,2024-10-05 10:20:00
151,account_30,2024-10-05 10:29:00,completed,AAPL,176.5,110,2024-10-05 10:34:00
152,account_28,2024-10-05 10:27:00,completed,NVDA,215.9,60,2024-10-05 10:32:00
153,account_20,2024-10-05 10:19:00,completed,FB,376.0,110,2024-10-05 10:24:00
154,account_5,2024-10-05 10:04:00,pending,TSLA,275.0,50,2024-10-05 10:09:00
155,account_28,2024-10-05 10:27:00,completed,NVDA,215.9,60,2024-10-05 10:32:00
156,account_3,2024-10-05 10:02:00,pending,AMZN,3300.45,200,2024-10-05 10:07:00
157,account_28,2024-10-05 10:27:00,completed,NVDA,215.9,60,2024-10-05 10:32:00
158,account_2,2024-10-05 10:01:00,completed,GOOG,2900.25,50,2024-10-05 10:06:00
159,account_1,2024-10-05 10:00:00,pending,AAPL,175.5,100,2024-10-05 10:05:00
160,account_31,2024-10-05 10:30:00,pending,MSFT,296.5,100,2024-10-05 10:35:00
161,account_20,2024-10-05 10:19:00,completed,FB,376.0,110,2024-10-05 10:24:00
162,account_15,2024-10-05 10:14:00,pending,GOOG,2900.75,50,2024-10-05 10:19:00
163,account_16,2024-10-05 10:15:00,completed,AAPL,176.0,120,2024-10-05 10:20:00
164,account_24,2024-10-05 10:23:00,completed,MSFT,296.3,120,2024-10-05 10:28:00
165,account_33,2024-10-05 10:32:00,pending,TSLA,275.7,90,2024-10-05 10:37:00
166,account_11,2024-10-05 10:10:00,pending,AMZN,3300.6,180,2024-10-05 10:15:00
167,account_11,2024-10-05 10:10:00,pending,AMZN,3300.6,180,2024-10-05 10:15:00
168,account_21,2024-10-05 10:20:00,pending,NVDA,215.7,80,2024-10-05 10:25:00
169,account_3,2024-10-05 10:02:00,pending,AMZN,3300.45,200,2024-10-05 10:07:00
170,account_22,2024-10-05 10:21:00,completed,GOOG,2901.0,70,2024-10-05 10:26:00
171,account_6,2024-10-05 10:05:00,completed,FB,375.0,120,2024-10-05 10:10:00
172,account_7,2024-10-05 10:06:00,pending,NVDA,215.3,80,2024-10-05 10:11:00
173,account_10,2024-10-05 10:09:00,completed,MSFT,295.75,60,2024-10-05 10:14:00
174,account_1,2024-10-05 10:00:00,pending,AAPL,175.5,100,2024-10-05 10:05:00
175,account_18,2024-10-05 10:17:00,completed,AMZN,3300.8,150,2024-10-05 10:22:00
176,account_8,2024-10-05 10:07:00,completed,GOOG,2900.5,30,2024-10-05 10:12:00
177,account_23,2024-10-05 10:22:00,pending,AAPL,176.2,90,2024-10-05 10:27:00
178,account_8,2024-10-05 10:07:00,completed,GOOG,2900.5,30,2024-10-05 10:12:00
179,account_8,2024-10-05 10:07:00,completed,GOOG,2900.5,30,2024-10-05 10:12:00
180,account_32,2024-10-05 10:31:00,completed,AMZN,3301.5,140,2024-10-05 10:36:00
181,account_25,2024-10-05 10:24:00,pending,AMZN,3301.0,130,2024-10-05 10:29:00
182,account_10,2024-10-05 10:09:00,completed,MSFT,295.75,60,2024-10-05 10:14:00
183,account_1,2024-10-05 10:00:00,pending,AAPL,175.5,100,2024-10-05 10:05:00
184,account_15,2024-10-05 10:14:00,pending,GOOG,2900.75,50,2024-10-05 10:19:00
185,account_6,2024-10-05 10:05:00,completed,FB,375.0,120,2024-10-05 10:10:00
186,account_33,2024-10-05 10:32:00,pending,TSLA,275.7,90,2024-10-05 10:37:00
187,account_33,2024-10-05 10:32:00,pending,TSLA,275.7,90,2024-10-05 10:37:00
188,account_25,2024-10-05 10:24:00,pending,AMZN,3301.0,130,2024-10-05 10:29:00
189,account_18,2024-10-05 10:17:00,completed,AMZN,3300.8,150,2024-10-05 10:22:00
190,account_20,2024-10-05 10:19:00,completed,FB,376.0,110,2024-10-05 10:24:00
191,account_4,2024-10-05 10:03:00,completed,MSFT,295.7,150,2024-10-05 10:08:00
192,account_34,2024-10-05 10:33:00,completed,FB,377.0,120,2024-10-05 10:38:00
193,account_34,2024-10-05 10:33:00,completed,FB,377.0,120,2024-10-05 10:38:00
194,account_16,2024-10-05 10:15:00,completed,AAPL,176.0,120,2024-10-05 10:20:00
195,account_13,2024-10-05 10:12:00,pending,FB,375.5,140,2024-10-05 10:17:00
196,account_6,2024-10-05 10:05:00,completed,FB,375.0,120,2024-10-05 10:10:00
197,account_34,2024-10-05 10:33:00,completed,FB,377.0,120,2024-10-05 10:38:00
198,account_22,2024-10-05 10:21:00,completed,GOOG,2901.0,70,2024-10-05 10:26:00
199,account_26,2024-10-05 10:25:00,completed,TSLA,275.5,150,2024-10-05 10:30:00
200,account_24,2024-10-05 10:23:00,completed,MSFT,296.3,120,2024-10-05 10:28:00
201,account_8,2024-10-05 10:07:00,completed,GOOG,2900.5,30,2024-10-05 10:12:00
202,account_1,2024-10-05 10:00:00,pending,AAPL,175.5,100,2024-10-05 10:05:00
203,account_28,2024-10-05 10:27:00,completed,NVDA,215.9,60,2024-10-05 10:32:00
204,account_13,2024-10-05 10:12:00,pending,FB,375.5,140,2024-10-05 10:17:00
205,account_15,2024-10-05 10:14:00,pending,GOOG,2900.75,50,2024-10-05 10:19:00
206,account_14,2024-10-05 10:13:00,completed,NVDA,215.5,90,2024-10-05 10:18:00
207,account_1,2024-10-05 10:00:00,pending,AAPL,175.5,100,2024-10-05 10:05:00
208,account_2,2024-10-05 10:01:00,completed,GOOG,2900.25,50,2024-10-05 10:06:00
209,account_9,2024-10-05 10:08:00,pending,AAPL,175.75,100,2024-10-05 10:13:00
210,account_22,2024-10-05 10:21:00,completed,GOOG,2901.0,70,2024-10-05 10:26:00
211,account_10,2024-10-05 10:09:00,completed,MSFT,295.75,60,2024-10-05 10:14:00
212,account_28,2024-10-05 10:27:00,completed,NVDA,215.9,60,2024-10-05 10:32:00
213,account_20,2024-10-05 10:19:00,completed,FB,376.0,110,2024-10-05 10:24:00
214,account_24,2024-10-05 10:23:00,completed,MSFT,296.3,120,2024-10-05 10:28:00
215,account_28,2024-10-05 10:27:00,completed,NVDA,215.9,60,2024-10-05 10:32:00
216,account_29,2024-10-05 10:28:00,pending,GOOG,2901.25,120,2024-10-05 10:33:00
217,account_24,2024-10-05 10:23:00,completed,MSFT,296.3,120,2024-10-05 10:28:00
218,account_7,2024-10-05 10:06:00,pending,NVDA,215.3,80,2024-10-05 10:11:00
219,account_30,2024-10-05 10:29:00,completed,AAPL,176.5,110,2024-10-05 10:34:00
220,account_20,2024-10-05 10:19:00,completed,FB,376.0,110,2024-10-05 10:24:00
221,account_10,2024-10-05 10:09:00,completed,MSFT,295.75,60,2024-10-05 10:14:00
222,account_11,2024-10-05 10:10:00,pending,AMZN,3300.6,180,2024-10-05 10:15:00
223,account_4,2024-10-05 10:03:00,completed,MSFT,295.7,150,2024-10-05 10:08:00
224,account_8,2024-10-05 10:07:00,completed,GOOG,2900.5,30,2024-10-05 10:12:00
225,account_12,2024-10-05 10:11:00,completed,TSLA,275.1,70,2024-10-05 10:16:00
226,account_9,2024-10-05 10:08:00,pending,AAPL,175.75,100,2024-10-05 10:13:00
227,account_8,2024-10-05 10:07:00,completed,GOOG,2900.5,30,2024-10-05 10:12:00
228,account_24,2024-10-05 10:23:00,completed,MSFT,296.3,120,2024-10-05 10:28:00
229,account_32,2024-10-05 10:31:00,completed,AMZN,3301.5,140,2024-10-05 10:36:00
230,account_25,2024-10-05 10:24:00,pending,AMZN,3301.0,130,2024-10-05 10:29:00
231,account_13,2024-10-05 10:12:00,pending,FB,375.5,140,2024-10-05 10:17:00
232,account_3,2024-10-05 10:02:00,pending,AMZN,3300.45,200,2024-10-05 10:07:00
233,account_27,2024-10-05 10:26:00,pending,FB,376.5,80,2024-10-05 10:31:00
234,account_30,2024-10-05 10:29:00,completed,AAPL,176.5,110,2024-10-05 10:34:00
235,account_1,2024-10-05 10:00:00,pending,AAPL,175.5,100,2024-10-05 10:05:00
236,account_8,2024-10-05 10:07:00,completed,GOOG,2900.5,30,2024-10-05 10:12:00
237,account_20,2024-10-05 10:19:00,completed,FB,376.0,110,2024-10-05 10:24:00
238,account_9,2024-10-05 10:08:00,pending,AAPL,175.75,100,2024-10-05 10:13:00
239,account_13,2024-10-05 10:12:00,pending,FB,375.5,140,2024-10-05 10:17:00
240,account_33,2024-10-05 10:32:00,pending,TSLA,275.7,90,2024-10-05 10:37:00
241,account_5,2024-10-05 10:04:00,pending,TSLA,275.0,50,2024-10-05 10:09:00
242,account_19,2024-10-05 10:18:00,pending,TSLA,275.3,200,2024-10-05 10:23:00
243,account_33,2024-10-05 10:32:00,pending,TSLA,275.7,90,2024-10-05 10:37:00
244,account_20,2024-10-05 10:19:00,completed,FB,376.0,110,2024-10-05 10:24:00
245,account_10,2024-10-05 10:09:00,completed,MSFT,295.75,60,2024-10-05 10:14:00
246,account_18,2024-10-05 10:17:00,completed,AMZN,3300.8,150,2024-10-05 10:22:00
247,account_29,2024-10-05 10:28:00,pending,GOOG,2901.25,120,2024-10-05 10:33:00
248,account_1,2024-10-05 10:00:00,pending,AAPL,175.5,100,2024-10-05 10:05:00
249,account_11,2024-10-05 10:10:00,pending,AMZN,3300.6,180,2024-10-05 10:15:00
250,account_18,2024-10-05 10:17:00,completed,AMZN,3300.8,150,2024-10-05 10:22:00
251,account_12,2024-10-05 10:11:00,completed,TSLA,275.1,70,2024-10-05 10:16:00
252,account_22,2024-10-05 10:21:00,completed,GOOG,2901.0,70,2024-10-05 10:26:00
253,account_11,2024-10-05 10:10:00,pending,AMZN,3300.6,180,2024-10-05 10:15:00
254,account_25,2024-10-05 10:24:00,pending,AMZN,3301.0,130,2024-10-05 10:29:00
255,account_33,2024-10-05 10:32:00,pending,TSLA,275.7,90,2024-10-05 10:37:00
256,account_8,2024-10-05 10:07:00,completed,GOOG,2900.5,30,2024-10-05 10:12:00
257,account_15,2024-10-05 10:14:00,pending,GOOG,2900.75,50,2024-10-05 10:19:00
258,account_17,2024-10-05 10:16:00,pending,MSFT,296.0,100,2024-10-05 10:21:00
259,account_5,2024-10-05 10:04:00,pending,TSLA,275.0,50,2024-10-05 10:09:00
260,account_8,2024-10-05 10:07:00,completed,GOOG,2900.5,30,2024-10-05 10:12:00
261,account_3,2024-10-05 10:02:00,pending,AMZN,3300.45,200,2024-10-05 10:07:00
262,account_21,2024-10-05 10:20:00,pending,NVDA,215.7,80,2024-10-05 10:25:00
263,account_10,2024-10-05 10:09:00,completed,MSFT,295.75,60,2024-10-05 10:14:00
264,account_24,2024-10-05 10:23:00,completed,MSFT,296.3,120,2024-10-05 10:28:00
265,account_15,2024-10-05 10:14:00,pending,GOOG,2900.75,50,2024-10-05 10:19:00
266,account_7,2024-10-05 10:06:00,pending,NVDA,215.3,80,2024-10-05 10:11:00
267,account_30,2024-10-05 10:29:00,completed,AAPL,176.5,110,2024-10-05 10:34:00
268,account_12,2024-10-05 10:11:00,completed,TSLA,275.1,70,2024-10-05 10:16:00
269,account_32,2024-10-05 10:31:00,completed,AMZN,3301.5,140,2024-10-05 10:36:00
270,account_16,2024-10-05 10:15:00,completed,AAPL,176.0,120,2024-10-05 10:20:00
271,account_14,2024-10-05 10:13:00,completed,NVDA,215.5,90,2024-10-05 10:18:00
272,account_13,2024-10-05 10:12:00,pending,FB,375.5,140,2024-10-05 10:17:00
273,account_3,2024-10-05 10:02:00,pending,AMZN,3300.45,200,2024-10-05 10:07:00
274,account_20,2024-10-05 10:19:00,completed,FB,376.0,110,2024-10-05 10:24:00
275,account_10,2024-10-05 10:09:00,completed,MSFT,295.75,60,2024-10-05 10:14:00
276,account_30,2024-10-05 10:29:00,completed,AAPL,176.5,110,2024-10-05 10:34:00
277,account_17,2024-10-05 10:16:00,pending,MSFT,296.0,100,2024-10-05 10:21:00
278,account_8,2024-10-05 10:07:00,completed,GOOG,2900.5,30,2024-10-05 10:12:00
279,account_23,2024-10-05 10:22:00,pending,AAPL,176.2,90,2024-10-05 10:27:00
280,account_10,2024-10-05 10:09:00,completed,MSFT,295.75,60,2024-10-05 10:14:00
281,account_11,2024-10-05 10:10:00,pending,AMZN,3300.6,180,2024-10-05 10:15:00
282,account_10,2024-10-05 10:09:00,completed,MSFT,295.75,60,2024-10-05 10:14:00
283,account_18,2024-10-05 10:17:00,completed,AMZN,3300.8,150,2024-10-05 10:22:00
284,account_8,2024-10-05 10:07:00,completed,GOOG,2900.5,30,2024-10-05 10:12:00
285,account_15,2024-10-05 10:14:00,pending,GOOG,2900.75,50,2024-10-05 10:19:00
286,account_25,2024-10-05 10:24:00,pending,AMZN,3301.0,130,2024-10-05 10:29:00
287,account_9,2024-10-05 10:08:00,pending,AAPL,175.75,100,2024-10-05 10:13:00
288,account_1,2024-10-05 10:00:00,pending,AAPL,175.5,100,2024-10-05 10:05:00
289,account_27,2024-10-05 10:26:00,pending,FB,376.5,80,2024-10-05 10:31:00
290,account_8,2024-10-05 10:07:00,completed,GOOG,2900.5,30,2024-10-05 10:12:00
291,account_17,2024-10-05 10:16:00,pending,MSFT,296.0,100,2024-10-05 10:21:00
292,account_29,2024-10-05 10:28:00,pending,GOOG,2901.25,120,2024-10-05 10:33:00
293,account_22,2024-10-05 10:21:00,completed,GOOG,2901.0,70,2024-10-05 10:26:00
294,account_13,2024-10-05 10:12:00,pending,FB,375.5,140,2024-10-05 10:17:00
295,account_8,2024-10-05 10:07:00,completed,GOOG,2900.5,30,2024-10-05 10:12:00
296,account_7,2024-10-05 10:06:00,pending,NVDA,215.3,80,2024-10-05 10:11:00
297,account_20,2024-10-05 10:19:00,completed,FB,376.0,110,2024-10-05 10:24:00
298,account_23,2024-10-05 10:22:00,pending,AAPL,176.2,90,2024-10-05 10:27:00
299,account_9,2024-10-05 10:08:00,pending,AAPL,175.75,100,2024-10-05 10:13:00
300,account_8,2024-10-05 10:07:00,completed,GOOG,2900.5,30,2024-10-05 10:12:00
301,account_15,2024-10-05 10:14:00,pending,GOOG,2900.75,50,2024-10-05 10:19:00
302,account_32,2024-10-05 10:31:00,completed,AMZN,3301.5,140,2024-10-05 10:36:00
303,account_18,2024-10-05 10:17:00,completed,AMZN,3300.8,150,2024-10-05 10:22:00
304,account_6,2024-10-05 10:05:00,completed,FB,375.0,120,2024-10-05 10:10:00
305,account_32,2024-10-05 10:31:00,completed,AMZN,3301.5,140,2024-10-05 10:36:00
306,account_29,2024-10-05 10:28:00,pending,GOOG,2901.25,120,2024-10-05 10:33:00
307,account_20,2024-10-05 10:19:00,completed,FB,376.0,110,2024-10-05 10:24:00
308,account_32,2024-10-05 10:31:00,completed,AMZN,3301.5,140,2024-10-05 10:36:00
309,account_9,2024-10-05 10:08:00,pending,AAPL,175.75,100,2024-10-05 10:13:00
310,account_17,2024-10-05 10:16:00,pending,MSFT,296.0,100,2024-10-05 10:21:00
311,account_19,2024-10-05 10:18:00,pending,TSLA,275.3,200,2024-10-05 10:23:00
312,account_16,2024-10-05 10:15:00,completed,AAPL,176.0,120,2024-10-05 10:20:00
313,account_23,2024-10-05 10:22:00,pending,AAPL,176.2,90,2024-10-05 10:27:00
314,account_27,2024-10-05 10:26:00,pending,FB,376.5,80,2024-10-05 10:31:00
315,account_9,2024-10-05 10:08:00,pending,AAPL,175.75,100,2024-10-05 10:13:00
316,account_15,2024-10-05 10:14:00,pending,GOOG,2900.75,50,2024-10-05 10:19:00
317,account_32,2024-10-05 10:31:00,completed,AMZN,3301.5,140,2024-10-05 10:36:00
318,account_19,2024-10-05 10:18:00,pending,TSLA,275.3,200,2024-10-05 10:23:00
319,account_20,2024-10-05 10:19:00,completed,FB,376.0,110,2024-10-05 10:24:00
320,account_29,2024-10-05 10:28:00,pending,GOOG,2901.25,120,2024-10-05 10:33:00
321,account_27,2024-10-05 10:26:00,pending,FB,376.5,80,2024-10-05 10:31:00
322,account_31,2024-10-05 10:30:00,pending,MSFT,296.5,100,2024-10-05 10:35:00
323,account_1,2024-10-05 10:00:00,pending,AAPL,175.5,100,2024-10-05 10:05:00
324,account_31,2024-10-05 10:30:00,pending,MSFT,296.5,100,2024-10-05 10:35:00
325,account_31,2024-10-05 10:30:00,pending,MSFT,296.5,100,2024-10-05 10:35:00
326,account_5,2024-10-05 10:04:00,pending,TSLA,275.0,50,2024-10-05 10:09:00
327,account_17,2024-10-05 10:16:00,pending,MSFT,296.0,100,2024-10-05 10:21:00
328,account_15,2024-10-05 10:14:00,pending,GOOG,2900.75,50,2024-10-05 10:19:00
329,account_2,2024-10-05 10:01:00,completed,GOOG,2900.25,50,2024-10-05 10:06:00
330,account_14,2024-10-05 10:13:00,completed,NVDA,215.5,90,2024-10-05 10:18:00
331,account_12,2024-10-05 10:11:00,completed,TSLA,275.1,70,2024-10-05 10:16:00
332,account_5,2024-10-05 10:04:00,pending,TSLA,275.0,50,2024-10-05 10:09:00
333,account_7,2024-10-05 10:06:00,pending,NVDA,215.3,80,2024-10-05 10:11:00
334,account_28,2024-10-05 10:27:00,completed,NVDA,215.9,60,2024-10-05 10:32:00
335,account_21,2024-10-05 10:20:00,pending,NVDA,215.7,80,2024-10-05 10:25:00
336,account_12,2024-10-05 10:11:00,completed,TSLA,275.1,70,2024-10-05 10:16:00
